# timestamp tx ty tz qx qy qz qw
1.700000 0.785853 -0.018112 1.059437 -0.01538229 -0.72269756 0.00288664 0.69098719
1.733333 0.758981 -0.017719 1.071918 -0.01595470 -0.72939756 0.00209797 0.68390076
1.766667 0.731795 -0.017233 1.083782 -0.01646243 -0.73603432 0.00128037 0.67674281
1.800000 0.704283 -0.016659 1.095008 -0.01690299 -0.74260616 0.00043545 0.66951489
1.833333 0.676432 -0.016006 1.105578 -0.01727429 -0.74911204 -0.00043492 0.66221791
1.866667 0.648230 -0.015280 1.115479 -0.01757465 -0.75555157 -0.00132865 0.65485204
1.900000 0.619663 -0.014491 1.124699 -0.01780279 -0.76192503 -0.00224342 0.64741662
1.933333 0.590717 -0.013645 1.133229 -0.01795782 -0.76823332 -0.00317666 0.63991015
1.966667 0.561382 -0.012751 1.141065 -0.01803929 -0.77447795 -0.00412554 0.63233019
2.000000 0.531645 -0.011818 1.148205 -0.01804714 -0.78066099 -0.00508699 0.62467339
2.033333 0.501497 -0.010852 1.154652 -0.01798171 -0.78678496 -0.00605769 0.61693549
2.066667 0.470931 -0.009861 1.160413 -0.01784371 -0.79285279 -0.00703405 0.60911130
2.100000 0.439941 -0.008853 1.165495 -0.01763425 -0.79886772 -0.00801222 0.60119481
2.133333 0.408525 -0.007835 1.169912 -0.01735478 -0.80483317 -0.00898810 0.59317923
2.166667 0.376684 -0.006811 1.173679 -0.01700710 -0.81075262 -0.00995733 0.58505709
2.200000 0.344421 -0.005789 1.176814 -0.01659336 -0.81662954 -0.01091527 0.57682034
2.233333 0.311745 -0.004773 1.179339 -0.01611598 -0.82246722 -0.01185708 0.56846051
2.266667 0.278665 -0.003768 1.181276 -0.01557774 -0.82826865 -0.01277763 0.55996884
2.300000 0.245197 -0.002776 1.182649 -0.01498168 -0.83403642 -0.01367163 0.55133645
2.333333 0.211361 -0.001801 1.183483 -0.01433111 -0.83977259 -0.01453357 0.54255451
2.366667 0.177177 -0.000845 1.183805 -0.01362964 -0.84547855 -0.01535777 0.53361446
2.400000 0.142673 0.000092 1.183641 -0.01288110 -0.85115499 -0.01613843 0.52450816
2.433333 0.107877 0.001007 1.183017 -0.01208961 -0.85680174 -0.01686967 0.51522814
2.466667 0.072823 0.001902 1.181959 -0.01125952 -0.86241774 -0.01754558 0.50576776
2.500000 0.037547 0.002778 1.180490 0.01039542 0.86800097 0.01816023 -0.49612142
2.533333 0.002085 0.003635 1.178634 0.00950213 0.87354843 0.01870783 -0.48628475
2.566667 -0.033521 0.004477 1.176410 0.00858469 0.87905615 0.01918269 -0.47625477
2.600000 -0.069230 0.005305 1.173837 0.00764836 0.88451918 0.01957938 -0.46603002
2.633333 -0.104997 0.006124 1.170931 0.00669859 0.88993163 0.01989277 -0.45561068
2.666667 -0.140779 0.006936 1.167704 0.00574103 0.89528681 0.02011810 -0.44499869
2.700000 -0.176532 0.007745 1.164166 0.00478144 0.90057724 0.02025108 -0.43419773
2.733333 -0.212211 0.008556 1.160322 0.00382574 0.90579483 0.02028798 -0.42321328
2.766667 -0.247772 0.009373 1.156177 0.00287990 0.91093103 0.02022566 -0.41205253
2.800000 -0.283174 0.010200 1.151729 0.00194994 0.91597694 0.02006171 -0.40072430
2.833333 -0.318376 0.011041 1.146975 0.00104186 0.92092354 0.01979444 -0.38923891
2.866667 -0.353339 0.011901 1.141908 0.00016156 0.92576181 0.01942296 -0.37760800
2.900000 -0.388028 0.012783 1.136519 -0.00068519 0.93048294 0.01894721 -0.36584428
2.933333 -0.422408 0.013691 1.130795 -0.00149285 0.93507848 0.01836798 -0.35396132
2.966667 -0.456450 0.014628 1.124722 -0.00225617 0.93954053 0.01768693 -0.34197322
3.000000 -0.490127 0.015596 1.118283 -0.00297025 0.94386178 0.01690654 -0.32989436
3.033333 -0.523414 0.016597 1.111461 -0.00363065 0.94803572 0.01603014 -0.31773908
3.066667 -0.556293 0.017633 1.104234 -0.00423339 0.95205666 0.01506181 -0.30552141
3.100000 -0.588748 0.018705 1.096584 -0.00477507 0.95591980 0.01400636 -0.29325478
3.133333 -0.620764 0.019811 1.088490 -0.00525288 0.95962121 0.01286929 -0.28095180
3.166667 -0.652333 0.020950 1.079931 -0.00566462 0.96315791 0.01165665 -0.26862403
3.200000 -0.683449 0.022122 1.070888 -0.00600880 0.96652774 0.01037505 -0.25628185
3.233333 -0.714108 0.023322 1.061343 -0.00628456 0.96972934 0.00903151 -0.24393429
3.266667 -0.744312 0.024548 1.051278 -0.00649173 0.97276211 0.00763344 -0.23158902
3.300000 -0.774061 0.025793 1.040679 -0.00663081 0.97562604 0.00618852 -0.21925230
3.333333 -0.803361 0.027053 1.029533 -0.00670294 0.97832168 0.00470467 -0.20692902
3.366667 -0.832217 0.028320 1.017829 -0.00670988 0.98085002 0.00318993 -0.19462279
3.400000 -0.860638 0.029588 1.005561 -0.00665396 0.98321237 0.00165248 -0.18233604
3.433333 -0.888630 0.030848 0.992725 -0.00653808 0.98541026 0.00010049 -0.17007017
3.466667 -0.916204 0.032091 0.979318 -0.00636560 0.98744539 -0.00145785 -0.15782573
3.500000 -0.943367 0.033307 0.965345 -0.00614035 0.98931950 -0.00301442 -0.14560265
3.533333 -0.970128 0.034485 0.950810 -0.00586654 0.99103436 -0.00456121 -0.13340040
3.566667 -0.996495 0.035615 0.935722 -0.00554873 0.99259168 -0.00609033 -0.12121826
3.600000 -1.022473 0.036686 0.920095 -0.00519178 0.99399310 -0.00759406 -0.10905550
3.633333 -1.048067 0.037685 0.903943 -0.00480079 0.99524013 -0.00906491 -0.09691160
3.666667 -1.073281 0.038600 0.887284 -0.00438105 0.99633424 -0.01049562 -0.08478643
3.700000 -1.098114 0.039420 0.870140 -0.00393803 0.99727676 -0.01187921 -0.07268044
3.733333 -1.122566 0.040132 0.852533 -0.00347726 0.99806899 -0.01320905 -0.06059478
3.766667 -1.146631 0.040724 0.834488 -0.00300435 0.99871219 -0.01447882 -0.04853144
3.800000 -1.170304 0.041185 0.816031 -0.00252491 0.99920765 -0.01568265 -0.03649328
3.833333 -1.193574 0.041504 0.797191 -0.00204454 0.99955670 -0.01681509 -0.02448414
3.866667 -1.216431 0.041670 0.777994 -0.00156872 0.99976082 -0.01787116 -0.01250877
3.900000 -1.238860 0.041672 0.758471 -0.00110281 0.99982162 -0.01884643 -0.00057284
3.933333 -1.260844 0.041501 0.738649 -0.00065202 0.99974094 -0.01973701 0.01131713
3.966667 -1.282364 0.041149 0.718556 -0.00022128 0.99952087 -0.02053959 0.02315391
4.000000 -1.303401 0.040609 0.698219 0.00018471 0.99916378 -0.02125148 0.03492962
4.033333 -1.323930 0.039874 0.677663 0.00056161 0.99867234 -0.02187064 0.04663599
4.066667 -1.343931 0.038939 0.656913 0.00090544 0.99804953 -0.02239565 0.05826443
4.100000 -1.363376 0.037801 0.635990 0.00121264 0.99729865 -0.02282574 0.06980631
4.133333 -1.382243 0.036456 0.614915 0.00148012 0.99642327 -0.02316078 0.08125307
4.166667 -1.400504 0.034904 0.593704 0.00170530 0.99542723 -0.02340125 0.09259648
4.200000 -1.418136 0.033146 0.572373 0.00188609 0.99431459 -0.02354823 0.10382880
4.233333 -1.435114 0.031183 0.550934 0.00202100 0.99308958 -0.02360334 0.11494293
4.266667 -1.451414 0.029019 0.529397 0.00210909 0.99175655 -0.02356872 0.12593259
4.300000 -1.467013 0.026659 0.507769 0.00214997 0.99031987 -0.02344699 0.13679244
4.333333 -1.481892 0.024109 0.486054 0.00214387 0.98878392 -0.02324117 0.14751817
4.366667 -1.496030 0.021379 0.464255 0.00209153 0.98715299 -0.02295462 0.15810656
4.400000 -1.509411 0.018478 0.442371 0.00199426 0.98543122 -0.02259102 0.16855558
4.433333 -1.522021 0.015416 0.420402 0.00185387 0.98362254 -0.02215431 0.17886430
4.466667 -1.533848 0.012207 0.398343 0.00167263 0.98173065 -0.02164860 0.18903299
4.500000 -1.544881 0.008865 0.376189 0.00145325 0.97975892 -0.02107815 0.19906296
4.533333 -1.555114 0.005404 0.353934 0.00119879 0.97771039 -0.02044734 0.20895659
4.566667 -1.564542 0.001841 0.331571 0.00091267 0.97558776 -0.01976060 0.21871717
4.600000 -1.573164 -0.001807 0.309093 0.00059853 0.97339335 -0.01902236 0.22834882
4.633333 -1.580980 -0.005521 0.286492 0.00026024 0.97112907 -0.01823709 0.23785639
4.666667 -1.587993 -0.009283 0.263761 -0.00009819 0.96879651 -0.01740922 0.24724530
4.700000 -1.594207 -0.013074 0.240894 -0.00047267 0.96639685 -0.01654312 0.25652140
4.733333 -1.599630 -0.016871 0.217884 -0.00085908 0.96393097 -0.01564311 0.26569087
4.766667 -1.604271 -0.020657 0.194728 -0.00125330 0.96139942 -0.01471345 0.27476006
4.800000 -1.608138 -0.024409 0.171422 -0.00165133 0.95880250 -0.01375830 0.28373537
4.833333 -1.611243 -0.028108 0.147965 -0.00204926 0.95614023 -0.01278177 0.29262310
4.866667 -1.613597 -0.031732 0.124356 -0.00244335 0.95341250 -0.01178786 0.30142939
4.900000 -1.615212 -0.035261 0.100600 -0.00283006 0.95061901 -0.01078048 0.31016006
4.933333 -1.616101 -0.038676 0.076698 -0.00320609 0.94775937 -0.00976347 0.31882059
4.966667 -1.616274 -0.041958 0.052659 -0.00356840 0.94483313 -0.00874058 0.32741599
5.000000 -1.615745 -0.045088 0.028489 -0.00391422 0.94183982 -0.00771546 0.33595076
5.033333 -1.614523 -0.048049 0.004200 -0.00424109 0.93877898 -0.00669166 0.34442889
5.066667 -1.612618 -0.050823 -0.020197 -0.00454687 0.93565022 -0.00567264 0.35285380
5.100000 -1.610038 -0.053397 -0.044688 -0.00482972 0.93245322 -0.00466178 0.36122836
5.133333 -1.606792 -0.055756 -0.069258 -0.00508816 0.92918776 -0.00366234 0.36955488
5.166667 -1.602885 -0.057886 -0.093891 -0.00532100 0.92585371 -0.00267746 0.37783517
5.200000 -1.598321 -0.059778 -0.118569 -0.00552740 0.92245110 -0.00171018 0.38607057
5.233333 -1.593104 -0.061421 -0.143275 -0.00570682 0.91898005 -0.00076342 0.39426199
5.266667 -1.587236 -0.062807 -0.167989 -0.00585905 0.91544079 0.00016005 0.40241000
5.300000 -1.580715 -0.063930 -0.192693 -0.00598413 0.91183365 0.00105758 0.41051489
5.333333 -1.573543 -0.064786 -0.217369 -0.00608244 0.90815902 0.00192667 0.41857675
5.366667 -1.565715 -0.065371 -0.241998 -0.00615458 0.90441733 0.00276497 0.42659555
5.400000 -1.557230 -0.065684 -0.266563 -0.00620140 0.90060903 0.00357029 0.43457125
5.433333 -1.548084 -0.065726 -0.291047 -0.00622398 0.89673452 0.00434061 0.44250382
5.466667 -1.538273 -0.065499 -0.315435 -0.00622359 0.89279412 0.00507407 0.45039336
5.500000 -1.527793 -0.065006 -0.339712 -0.00620168 0.88878805 0.00576900 0.45824018
5.533333 -1.516639 -0.064255 -0.363865 -0.00615982 0.88471636 0.00642390 0.46604479
5.566667 -1.504808 -0.063251 -0.387883 -0.00609972 0.88057892 0.00703745 0.47380802
5.600000 -1.492298 -0.062003 -0.411757 -0.00602316 0.87637532 0.00760853 0.48153102
5.633333 -1.479106 -0.060521 -0.435477 -0.00593197 0.87210494 0.00813620 0.48921528
5.666667 -1.465232 -0.058816 -0.459037 -0.00582802 0.86776682 0.00861973 0.49686264
5.700000 -1.450677 -0.056901 -0.482432 -0.00571316 0.86335972 0.00905855 0.50447527
5.733333 -1.435443 -0.054789 -0.505657 -0.00558919 0.85888207 0.00945231 0.51205567
5.766667 -1.419534 -0.052495 -0.528711 -0.00545787 0.85433196 0.00980087 0.51960664
5.800000 -1.402958 -0.050033 -0.551590 -0.00532083 0.84970720 0.01010424 0.52713117
5.833333 -1.385722 -0.047420 -0.574294 -0.00517959 0.84500527 0.01036269 0.53463247
5.866667 -1.367838 -0.044672 -0.596822 -0.00503552 0.84022341 0.01057664 0.54211383
5.900000 -1.349318 -0.041805 -0.619172 -0.00488983 0.83535860 0.01074674 0.54957857
5.933333 -1.330177 -0.038837 -0.641346 -0.00474352 0.83040767 0.01087384 0.55702994
5.966667 -1.310431 -0.035785 -0.663340 -0.00459740 0.82536729 0.01095898 0.56447107
6.000000 -1.290101 -0.032666 -0.685154 -0.00445206 0.82023409 0.01100340 0.57190484
6.033333 -1.269205 -0.029496 -0.706783 -0.00430787 0.81500467 0.01100856 0.57933379
6.066667 -1.247766 -0.026292 -0.728225 -0.00416497 0.80967574 0.01097609 0.58676007
6.100000 -1.225807 -0.023070 -0.749472 -0.00402328 0.80424412 0.01090783 0.59418534
6.133333 -1.203350 -0.019845 -0.770518 -0.00388249 0.79870690 0.01080581 0.60161071
6.166667 -1.180421 -0.016634 -0.791352 -0.00374208 0.79306144 0.01067223 0.60903666
6.200000 -1.157043 -0.013448 -0.811963 -0.00360136 0.78730549 0.01050947 0.61646302
6.233333 -1.133241 -0.010302 -0.832336 -0.00345943 0.78143723 0.01032009 0.62388892
6.266667 -1.109039 -0.007209 -0.852457 -0.00331525 0.77545535 0.01010676 0.63131281
6.300000 -1.084458 -0.004178 -0.872305 -0.00316763 0.76935909 0.00987233 0.63873241
6.333333 -1.059521 -0.001221 -0.891860 -0.00301529 0.76314826 0.00961975 0.64614480
6.366667 -1.034247 0.001653 -0.911099 -0.00285685 0.75682328 0.00935205 0.65354640
6.400000 -1.008655 0.004436 -0.929998 -0.00269091 0.75038517 0.00907239 0.66093309
6.433333 -0.982760 0.007122 -0.948530 -0.00251603 0.74383554 0.00878393 0.66830024
6.466667 -0.956576 0.009705 -0.966666 -0.00233077 0.73717656 0.00848991 0.67564281
6.500000 -0.930115 0.012180 -0.984378 -0.00213375 0.73041091 0.00819352 0.68295550
6.533333 -0.903385 0.014543 -1.001635 -0.00192365 0.72354170 0.00789797 0.69023281
6.566667 -0.876392 0.016793 -1.018407 -0.00169926 0.71657239 0.00760638 0.69746919
6.600000 -0.849140 0.018927 -1.034663 -0.00145948 0.70950669 0.00732181 0.70465915
6.633333 -0.821629 0.020946 -1.050373 -0.00120335 0.70234845 0.00704719 0.71179740
6.666667 -0.793859 0.022849 -1.065507 -0.00093012 0.69510153 0.00678530 0.71887896
6.700000 -0.765825 0.024638 -1.080037 -0.00063918 0.68776967 0.00653875 0.72589925
6.733333 -0.737521 0.026316 -1.093935 -0.00033016 0.68035635 0.00630993 0.73285422
6.766667 -0.708940 0.027884 -1.107178 -0.00000290 0.67286471 0.00610104 0.73974040
6.800000 -0.680073 0.029347 -1.119742 0.00034252 0.66529734 0.00591398 0.74655499
6.833333 -0.650910 0.030708 -1.131608 0.00070580 0.65765626 0.00575040 0.75329588
6.866667 -0.621441 0.031971 -1.142757 0.00108637 0.64994275 0.00561166 0.75996168
6.900000 -0.591653 0.033140 -1.153178 0.00148340 0.64215730 0.00549880 0.76655173
6.933333 -0.561536 0.034221 -1.162860 0.00189583 0.63429954 0.00541256 0.77306610
6.966667 -0.531081 0.035217 -1.171795 0.00232233 0.62636820 0.00535335 0.77950550
7.000000 -0.500277 0.036134 -1.179980 0.00276130 0.61836106 0.00532123 0.78587127
7.033333 -0.469118 0.036977 -1.187417 0.00321092 0.61027501 0.00531596 0.79216529
7.066667 -0.437596 0.037749 -1.194109 0.00366910 0.60210601 0.00533695 0.79838988
7.100000 -0.405710 0.038454 -1.200065 0.00413352 0.59384921 0.00538332 0.80454773
7.133333 -0.373458 0.039097 -1.205294 0.00460164 0.58549895 0.00545384 0.81064176
7.166667 -0.340841 0.039680 -1.209811 0.00507069 0.57704894 0.00554702 0.81667499
7.200000 -0.307866 0.040207 -1.213634 0.00553771 0.56849232 0.00566103 0.82265046
7.233333 -0.274542 0.040680 -1.216781 0.00599957 0.55982180 0.00579383 0.82857105
7.266667 -0.240879 0.041100 -1.219274 0.00645296 0.55102987 0.00594308 0.83443940
7.300000 -0.206895 0.041468 -1.221137 0.00689443 0.54210892 0.00610622 0.84025776
7.333333 -0.172609 0.041785 -1.222393 0.00732043 0.53305142 0.00628048 0.84602787
7.366667 -0.138045 0.042051 -1.223070 0.00772732 0.52385016 0.00646288 0.85175086
7.400000 -0.103228 0.042264 -1.223191 0.00811140 0.51449841 0.00665026 0.85742718
7.433333 -0.068189 0.042424 -1.222783 0.00846897 0.50499013 0.00683933 0.86305647
7.466667 -0.032961 0.042529 -1.221871 0.00879634 0.49532015 0.00702663 0.86863755
7.500000 0.002420 0.042574 -1.220478 0.00908989 0.48548439 0.00720863 0.87416836
7.533333 0.037915 0.042559 -1.218628 0.00934610 0.47547999 0.00738166 0.87964592
7.566667 0.073485 0.042478 -1.216340 0.00956159 0.46530548 0.00754202 0.88506638
7.600000 0.109086 0.042328 -1.213633 0.00973320 0.45496089 0.00768597 0.89042505
7.633333 0.144677 0.042104 -1.210523 0.00985800 0.44444787 0.00780972 0.89571643
7.666667 0.180213 0.041802 -1.207022 0.00993336 0.43376969 0.00790953 0.90093431
7.700000 0.215651 0.041417 -1.203141 0.00995697 0.42293130 0.00798169 0.90607189
7.733333 0.250946 0.040945 -1.198887 0.00992692 0.41193931 0.00802256 0.91112189
7.766667 0.286055 0.040380 -1.194263 0.00984171 0.40080184 0.00802864 0.91607673
7.800000 0.320939 0.039717 -1.189270 0.00970030 0.38952846 0.00799654 0.92092863
7.833333 0.355555 0.038952 -1.183904 0.00950212 0.37813003 0.00792310 0.92566982
7.866667 0.389868 0.038082 -1.178161 0.00924711 0.36661845 0.00780539 0.93029268
7.900000 0.423842 0.037101 -1.172033 0.00893575 0.35500643 0.00764073 0.93478993
7.933333 0.457445 0.036007 -1.165507 0.00856903 0.34330727 0.00742681 0.93915469
7.966667 0.490648 0.034797 -1.158571 0.00814846 0.33153451 0.00716165 0.94338072
8.000000 0.523425 0.033469 -1.151210 0.00767608 0.31970172 0.00684370 0.94746243
8.033333 0.555756 0.032021 -1.143407 0.00715441 0.30782213 0.00647183 0.95139501
8.066667 0.587621 0.030454 -1.135145 0.00658646 0.29590844 0.00604542 0.95517447
8.100000 0.619006 0.028767 -1.126405 0.00597567 0.28397251 0.00556432 0.95879765
8.133333 0.649900 0.026961 -1.117168 0.00532588 0.27202519 0.00502892 0.96226225
8.166667 0.680296 0.025041 -1.107416 0.00464130 0.26007612 0.00444016 0.96556675
8.200000 0.710190 0.023007 -1.097132 0.00392647 0.24813360 0.00379949 0.96871041
8.233333 0.739580 0.020866 -1.086300 0.00318617 0.23620451 0.00310894 0.97169317
8.266667 0.768470 0.018622 -1.074904 0.00242545 0.22429428 0.00237102 0.97451556
8.300000 0.796863 0.016282 -1.062933 0.00164952 0.21240687 0.00158881 0.97717863
8.333333 0.824767 0.013855 -1.050375 0.00086373 0.20054489 0.00076582 0.97968383
8.366667 0.852189 0.011347 -1.037224 0.00007355 0.18870961 -0.00009395 0.98203293
8.400000 0.879141 0.008770 -1.023474 -0.00071552 0.17690116 -0.00098609 0.98422787
8.433333 0.905632 0.006133 -1.009124 -0.00149794 0.16511869 -0.00190581 0.98627072
8.466667 0.931674 0.003449 -0.994175 -0.00226821 0.15336052 -0.00284797 0.98816360
8.500000 0.957279 0.000729 -0.978633 -0.00302086 0.14162437 -0.00380715 0.98990854
8.533333 0.982458 -0.002013 -0.962507 -0.00375052 0.12990757 -0.00477769 0.99150750
8.566667 1.007220 -0.004764 -0.945808 -0.00445197 0.11820731 -0.00575371 0.99296229
8.600000 1.031575 -0.007509 -0.928550 -0.00512011 0.10652082 -0.00672920 0.99427452
8.633333 1.055531 -0.010234 -0.910754 -0.00575007 0.09484558 -0.00769805 0.99544563
8.666667 1.079092 -0.012923 -0.892439 -0.00633719 0.08317954 -0.00865408 0.99647685
8.700000 1.102263 -0.015562 -0.873629 -0.00687708 0.07152128 -0.00959111 0.99736925
8.733333 1.125045 -0.018135 -0.854350 -0.00736566 0.05987015 -0.01050302 0.99812374
8.766667 1.147436 -0.020627 -0.834630 -0.00779921 0.04822642 -0.01138377 0.99874110
8.800000 1.169434 -0.023023 -0.814498 -0.00817434 0.03659132 -0.01222745 0.99922207
8.833333 1.191030 -0.025308 -0.793985 -0.00848813 0.02496714 -0.01302834 0.99956733
8.866667 1.212218 -0.027469 -0.773122 -0.00873805 0.01335722 -0.01378094 0.99977763
8.900000 1.232984 -0.029491 -0.751940 -0.00892209 0.00176594 -0.01448005 0.99985379
8.933333 1.253317 -0.031362 -0.730471 -0.00903870 -0.00980136 -0.01512076 0.99979678
8.966667 1.273198 -0.033069 -0.708746 -0.00908687 -0.02133843 -0.01569855 0.99960775
9.000000 1.292612 -0.034602 -0.686794 -0.00906613 -0.03283825 -0.01620931 0.99928810
9.033333 1.311539 -0.035951 -0.664643 -0.00897652 -0.04429319 -0.01664935 0.99883949
9.066667 1.329957 -0.037107 -0.642320 -0.00881864 -0.05569514 -0.01701552 0.99826387
9.100000 1.347846 -0.038063 -0.619851 -0.00859361 -0.06703576 -0.01730514 0.99756348
9.133333 1.365182 -0.038811 -0.597257 -0.00830307 -0.07830660 -0.01751612 0.99674085
9.166667 1.381944 -0.039349 -0.574559 -0.00794912 -0.08949933 -0.01764693 0.99579881
9.200000 1.398108 -0.039672 -0.551774 -0.00753435 -0.10060594 -0.01769666 0.99474042
9.233333 1.413653 -0.039779 -0.528917 -0.00706175 -0.11161892 -0.01766497 0.99356897
9.266667 1.428558 -0.039670 -0.506001 -0.00653466 -0.12253138 -0.01755217 0.99228790
9.300000 1.442803 -0.039347 -0.483034 -0.00595680 -0.13333725 -0.01735915 0.99090078
9.333333 1.456370 -0.038812 -0.460025 -0.00533212 -0.14403139 -0.01708742 0.98941121
9.366667 1.469241 -0.038070 -0.436976 -0.00466483 -0.15460962 -0.01673904 0.98782281
9.400000 1.481402 -0.037127 -0.413892 -0.00395931 -0.16506887 -0.01631663 0.98613912
9.433333 1.492840 -0.035992 -0.390771 -0.00322009 -0.17540714 -0.01582334 0.98436355
9.466667 1.503547 -0.034673 -0.367613 -0.00245177 -0.18562353 -0.01526275 0.98249934
9.500000 1.513513 -0.033182 -0.344414 -0.00165902 -0.19571820 -0.01463890 0.98054951
9.533333 1.522734 -0.031529 -0.321169 -0.00084652 -0.20569235 -0.01395620 0.97851682
9.566667 1.531208 -0.029728 -0.297874 -0.00001894 -0.21554809 -0.01321938 0.97640374
9.600000 1.538933 -0.027794 -0.274523 0.00081908 -0.22528838 -0.01243343 0.97421244
9.633333 1.545912 -0.025741 -0.251110 0.00166299 -0.23491690 -0.01160358 0.97194477
9.666667 1.552150 -0.023585 -0.227629 0.00250828 -0.24443794 -0.01073518 0.96960227
9.700000 1.557652 -0.021344 -0.204074 0.00335056 -0.25385628 -0.00983371 0.96718616
9.733333 1.562427 -0.019035 -0.180443 0.00418554 -0.26317703 -0.00890470 0.96469738
9.766667 1.566485 -0.016675 -0.156730 0.00500903 -0.27240548 -0.00795365 0.96213664
9.800000 1.569836 -0.014283 -0.132934 0.00581697 -0.28154702 -0.00698606 0.95950437
9.833333 1.572491 -0.011877 -0.109054 0.00660543 -0.29060699 -0.00600730 0.95680084
9.866667 1.574464 -0.009475 -0.085092 0.00737058 -0.29959055 -0.00502262 0.95402618
